INDEX_small,TAG_small,DATE_small,TIME,LATITUDE N/S_small,LONGITUDE E/W_small,HEIGHT_small,SPEED_small,HEADING_small,INDEX_boat,TAG_boat,DATE_boat,LATITUDE N/S_boat,LONGITUDE E/W_boat,HEIGHT_boat,SPEED_boat,HEADING_boat,INDEX_big,TAG_big,DATE_big,LATITUDE N/S_big,LONGITUDE E/W_big,HEIGHT_big,SPEED_big,HEADING_big,INDEX_totem,TAG_totem,DATE_totem,LATITUDE N/S_totem,LONGITUDE E/W_totem,HEIGHT_totem,SPEED_totem,HEADING_totem
2840,T,230605,104130,36.8860150N,76.3169472W,2,0.1,297,2613,T,230605,36.8862571N,76.3173044W,4,6.4,39,2718,T,230605,36.8859881N,76.3170274W,2,0,159,2719,T,230605,36.8859443N,76.3171212W,2,0,114
2841,T,230605,104131,36.8860150N,76.3169472W,2,0.3,297,2614,T,230605,36.8862704N,76.3172909W,4,6.6,40,2719,T,230605,36.8859881N,76.3170274W,2,0.1,159,2720,T,230605,36.8859443N,76.3171212W,2,0.3,114
2842,T,230605,104132,36.8860150N,76.3169472W,2,0.3,297,2615,T,230605,36.8862833N,76.3172768W,4,6.6,42,2720,T,230605,36.8859881N,76.3170274W,2,0.1,159,2721,T,230605,36.8859443N,76.3171212W,2,0,114
2843,T,230605,104133,36.8860150N,76.3169472W,2,0.5,297,2616,T,230605,36.8862965N,76.3172625W,4,6.6,41,2721,T,230605,36.8859881N,76.3170274W,2,0.3,159,2722,T,230605,36.8859443N,76.3171212W,2,0,114
2844,T,230605,104134,36.8860150N,76.3169472W,2,0,297,2617,T,230605,36.8863095N,76.3172482W,4,6.6,41,2722,T,230605,36.8859881N,76.3170274W,2,0,159,2723,T,230605,36.8859443N,76.3171212W,2,0,114
2845,T,230605,104135,36.8860150N,76.3169472W,2,0.1,297,2618,T,230605,36.8863226N,76.3172341W,4,6.6,40,2723,T,230605,36.8859881N,76.3170274W,2,0,159,2724,T,230605,36.8859443N,76.3171212W,2,0.5,259
2846,T,230605,104136,36.8860150N,76.3169472W,2,0,297,2619,T,230605,36.8863356N,76.3172199W,4,6.8,41,2724,T,230605,36.8859881N,76.3170274W,2,0,159,2725,T,230605,36.8859443N,76.3171212W,2,0.5,259
2847,T,230605,104137,36.8860150N,76.3169472W,2,0.1,297,2620,T,230605,36.8863488N,76.3172056W,4,6.8,41,2725,T,230605,36.8859881N,76.3170274W,2,0,159,2726,T,230605,36.8859443N,76.3171212W,2,0.7,237
2848,T,230605,104138,36.8860150N,76.3169472W,2,0.1,297,2621,T,230605,36.8863618N,76.3171910W,4,6.8,42,2726,T,230605,36.8859881N,76.3170274W,2,0.1,159,2727,T,230605,36.8859443N,76.3171212W,2,0.9,251
2849,T,230605,104139,36.8860150N,76.3169472W,2,0.3,297,2622,T,230605,36.8863750N,76.3171765W,4,6.8,40,2727,T,230605,36.8859881N,76.3170274W,2,0.5,159,2728,T,230605,36.8859457N,76.3171206W,2,1.1,293
2850,T,230605,104140,36.8860150N,76.3169472W,3,0,297,2623,T,230605,36.8863884N,76.3171627W,4,6.8,38,2728,T,230605,36.8859881N,76.3170274W,2,0.3,159,2729,T,230605,36.8859471N,76.3171201W,2,0.1,293
2851,T,230605,104141,36.8860150N,76.3169472W,2,0,297,2624,T,230605,36.8864003N,76.3171498W,4,6.6,46,2729,T,230605,36.8859881N,76.3170274W,2,0,159,2730,T,230605,36.8859485N,76.3171195W,2,0,293
2852,T,230605,104142,36.8860150N,76.3169472W,2,0,297,2625,T,230605,36.8864099N,76.3171370W,4,6.4,60,2730,T,230605,36.8859881N,76.3170274W,2,0.1,159,2731,T,230605,36.8859485N,76.3171195W,2,0,293
2853,T,230605,104143,36.8860150N,76.3169472W,2,0.1,297,2626,T,230605,36.8864163N,76.3171236W,4,6.2,73,2731,T,230605,36.8859881N,76.3170274W,2,0.1,159,2732,T,230605,36.8859485N,76.3171195W,2,0.3,293
2854,T,230605,104144,36.8860150N,76.3169472W,2,0.5,297,2627,T,230605,36.8864198N,76.3171092W,4,6.1,87,2732,T,230605,36.8859881N,76.3170274W,2,0,159,2733,T,230605,36.8859485N,76.3171195W,2,0.5,293
2855,T,230605,104145,36.8860150N,76.3169472W,2,0.9,169,2628,T,230605,36.8864203N,76.3170942W,4,5.9,101,2733,T,230605,36.8859881N,76.3170274W,2,0,159,2734,T,230605,36.8859485N,76.3171195W,2,0.9,61
2856,T,230605,104146,36.8860150N,76.3169472W,2,0.5,169,2629,T,230605,36.8864175N,76.3170791W,4,5.9,118,2734,T,230605,36.8859881N,76.3170274W,2,0.3,159,2735,T,230605,36.8859485N,76.3171195W,2,0,61
2857,T,230605,104147,36.8860150N,76.3169472W,2,0.5,169,2630,T,230605,36.8864115N,76.3170647W,4,5.7,129,2735,T,230605,36.8859881N,76.3170274W,2,0.3,159,2736,T,230605,36.8859485N,76.3171195W,2,0,61
2858,T,230605,104148,36.8860150N,76.3169472W,2,0.1,169,2631,T,230605,36.8864027N,76.3170517W,4,5.7,141,2736,T,230605,36.8859881N,76.3170274W,2,0,159,2737,T,230605,36.8859485N,76.3171195W,2,0.1,61
2859,T,230605,104149,36.8860150N,76.3169472W,2,0,169,2632,T,230605,36.8863916N,76.3170405W,4,5.9,150,2737,T,230605,36.8859881N,76.3170274W,2,0.1,159,2738,T,230605,36.8859485N,76.3171195W,2,0.1,61
2860,T,230605,104150,36.8860150N,76.3169472W,2,0,169,2633,T,230605,36.8863788N,76.3170316W,4,5.9,160,2738,T,230605,36.8859881N,76.3170274W,2,0,159,2739,T,230605,36.8859485N,76.3171195W,2,0.7,176
2861,T,230605,104151,36.8860150N,76.3169472W,2,0.3,169,2634,T,230605,36.8863649N,76.3170258W,4,5.9,174,2739,T,230605,36.8859881N,76.3170274W,2,0,159,2740,T,230605,36.8859485N,76.3171195W,2,0.1,176
2862,T,230605,104152,36.8860150N,76.3169472W,2,0.9,304,2635,T,230605,36.8863499N,76.3170223W,4,5.9,174,2740,T,230605,36.8859881N,76.3170274W,2,0.1,159,2741,T,230605,36.8859485N,76.3171195W,2,0.7,127
2863,T,230605,104153,36.8860150N,76.3169472W,2,0.9,304,2636,T,230605,36.8863339N,76.3170201W,4,6.1,173,2741,T,230605,36.8859881N,76.3170274W,2,0.1,159,2742,T,230605,36.8859485N,76.3171195W,2,0.7,127
2864,T,230605,104154,36.8860150N,76.3169472W,2,0.1,304,2637,T,230605,36.8863168N,76.3170177W,4,6.2,174,2742,T,230605,36.8859881N,76.3170274W,2,0,159,2743,T,230605,36.8859485N,76.3171195W,2,0,127
2865,T,230605,104155,36.8860150N,76.3169472W,2,0.5,304,2638,T,230605,36.8862993N,76.3170155W,4,6.2,174,2743,T,230605,36.8859881N,76.3170274W,2,0,159,2744,T,230605,36.8859485N,76.3171195W,2,0.1,127
2866,T,230605,104156,36.8860150N,76.3169472W,2,0.7,194,2639,T,230605,36.8862816N,76.3170131W,4,6.4,173,2744,T,230605,36.8859881N,76.3170274W,2,0,159,2745,T,230605,36.8859485N,76.3171195W,2,0.5,127
2867,T,230605,104157,36.8860150N,76.3169472W,2,0.5,194,2640,T,230605,36.8862639N,76.3170104W,4,6.4,172,2745,T,230605,36.8859881N,76.3170274W,2,0.1,159,2746,T,230605,36.8859485N,76.3171195W,2,0.3,127
2868,T,230605,104158,36.8860150N,76.3169472W,2,0.7,194,2641,T,230605,36.8862465N,76.3170071W,4,6.4,172,2746,T,230605,36.8859881N,76.3170274W,2,0,159,2747,T,230605,36.8859485N,76.3171195W,2,0.3,127
2869,T,230605,104159,36.8860150N,76.3169472W,2,0.5,194,2642,T,230605,36.8862291N,76.3170045W,4,6.6,175,2747,T,230605,36.8859881N,76.3170274W,2,0.1,159,2748,T,230605,36.8859485N,76.3171195W,2,0.1,127
2870,T,230605,104200,36.8860150N,76.3169472W,2,0.5,194,2643,T,230605,36.8862116N,76.3170028W,4,6.6,179,2748,T,230605,36.8859881N,76.3170274W,2,0.1,159,2749,T,230605,36.8859485N,76.3171195W,2,0,127
2871,T,230605,104201,36.8860150N,76.3169472W,2,0,194,2644,T,230605,36.8861939N,76.3170022W,4,6.6,179,2749,T,230605,36.8859881N,76.3170274W,2,0,159,2750,T,230605,36.8859485N,76.3171195W,2,0.5,271
2871,T,230605,104201,36.8860150N,76.3169472W,2,0,194,2645,T,230605,36.8861763N,76.3170024W,4,6.6,181,2749,T,230605,36.8859881N,76.3170274W,2,0,159,2750,T,230605,36.8859485N,76.3171195W,2,0.5,271
2872,T,230605,104202,36.8860150N,76.3169472W,2,0.3,194,2646,T,230605,36.8861587N,76.3170024W,4,6.6,179,2750,T,230605,36.8859881N,76.3170274W,2,0.1,159,2751,T,230605,36.8859485N,76.3171195W,2,0.5,271
2873,T,230605,104203,36.8860150N,76.3169472W,2,0.3,194,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2751,T,230605,36.8859881N,76.3170274W,2,0.5,159,2752,T,230605,36.8859485N,76.3171195W,2,0.7,271
2874,T,230605,104204,36.8860150N,76.3169472W,2,0.1,194,2647,T,230605,36.8861411N,76.3170022W,4,6.8,178,2752,T,230605,36.8859881N,76.3170274W,2,0.5,159,2753,T,230605,36.8859485N,76.3171195W,2,0.7,271
2875,T,230605,104205,36.8860150N,76.3169472W,2,0.1,194,2648,T,230605,36.8861235N,76.3170015W,4,6.8,177,2753,T,230605,36.8859881N,76.3170274W,2,0.5,159,2754,T,230605,36.8859485N,76.3171195W,1,0.9,305
2876,T,230605,104206,36.8860150N,76.3169472W,2,0,194,2649,T,230605,36.8861061N,76.3170013W,4,6.8,180,2754,T,230605,36.8859881N,76.3170274W,2,0.5,159,2755,T,230605,36.8859485N,76.3171195W,2,0.9,305
2877,T,230605,104207,36.8860150N,76.3169472W,2,0.3,194,2650,T,230605,36.8860893N,76.3170021W,4,6.8,187,2755,T,230605,36.8859881N,76.3170274W,2,0.3,159,2756,T,230605,36.8859485N,76.3171195W,2,0,305
2878,T,230605,104208,36.8860150N,76.3169472W,2,0.5,194,2651,T,230605,36.8860738N,76.3170052W,4,6.6,197,2756,T,230605,36.8859881N,76.3170274W,2,0,159,2757,T,230605,36.8859485N,76.3171195W,2,0.7,284
2879,T,230605,104209,36.8860150N,76.3169472W,2,0,194,2652,T,230605,36.8860603N,76.3170104W,4,6.4,208,2757,T,230605,36.8859881N,76.3170274W,2,0.1,159,2758,T,230605,36.8859485N,76.3171195W,2,0,284
2880,T,230605,104210,36.8860150N,76.3169472W,2,0.1,194,2653,T,230605,36.8860495N,76.3170173W,4,6.1,218,2758,T,230605,36.8859881N,76.3170274W,2,0,159,2759,T,230605,36.8859485N,76.3171195W,2,0.7,290
2881,T,230605,104211,36.8860150N,76.3169472W,2,0.5,194,2654,T,230605,36.8860411N,76.3170257W,4,5.9,233,2759,T,230605,36.8859881N,76.3170274W,2,0.1,159,2760,T,230605,36.8859485N,76.3171195W,2,0.9,318
2882,T,230605,104212,36.8860150N,76.3169472W,2,0.9,72,2655,T,230605,36.8860355N,76.3170350W,4,5.5,249,2760,T,230605,36.8859881N,76.3170274W,2,0.3,159,2761,T,230605,36.8859485N,76.3171195W,2,0.9,318
2883,T,230605,104213,36.8860150N,76.3169472W,2,0.7,72,2656,T,230605,36.8860323N,76.3170448W,4,5.3,261,2761,T,230605,36.8859881N,76.3170274W,2,0,159,2762,T,230605,36.8859485N,76.3171195W,2,1.1,352
2884,T,230605,104214,36.8860150N,76.3169472W,2,0.7,72,2657,T,230605,36.8860324N,76.3170549W,4,5.1,295,2762,T,230605,36.8859881N,76.3170274W,2,0.1,159,2763,T,230605,36.8859485N,76.3171195W,2,0.9,352
2885,T,230605,104215,36.8860150N,76.3169472W,2,0.7,72,2658,T,230605,36.8860360N,76.3170663W,4,5.1,306,2763,T,230605,36.8859881N,76.3170274W,2,0.1,159,2764,T,230605,36.8859485N,76.3171195W,1,0.1,352
2886,T,230605,104216,36.8860150N,76.3169472W,2,0,72,2659,T,230605,36.8860427N,76.3170791W,4,5.1,305,2764,T,230605,36.8859881N,76.3170274W,2,0,159,2765,T,230605,36.8859485N,76.3171195W,2,0,352
2887,T,230605,104217,36.8860150N,76.3169472W,2,0.1,72,2660,T,230605,36.8860509N,76.3170937W,4,5.3,305,2765,T,230605,36.8859881N,76.3170274W,2,0,159,2766,T,230605,36.8859485N,76.3171195W,1,0.3,352
2888,T,230605,104218,36.8860150N,76.3169472W,2,0.1,72,2661,T,230605,36.8860591N,76.3171093W,4,5.5,300,2766,T,230605,36.8859881N,76.3170274W,2,0.1,159,2767,T,230605,36.8859485N,76.3171195W,2,0.3,352
2889,T,230605,104219,36.8860150N,76.3169472W,2,0.1,72,2662,T,230605,36.8860681N,76.3171259W,4,5.7,305,2767,T,230605,36.8859881N,76.3170274W,2,0.3,159,2768,T,230605,36.8859485N,76.3171195W,2,0,352
2890,T,230605,104220,36.8860150N,76.3169472W,2,0.3,72,2663,T,230605,36.8860770N,76.3171433W,4,5.9,303,2768,T,230605,36.8859881N,76.3170274W,2,0.3,159,2769,T,230605,36.8859485N,76.3171195W,2,0.7,272
2891,T,230605,104221,36.8860150N,76.3169472W,2,0.1,72,2664,T,230605,36.8860868N,76.3171607W,4,5.9,305,2769,T,230605,36.8859881N,76.3170274W,2,0,159,2770,T,230605,36.8859485N,76.3171195W,2,1.1,261
2892,T,230605,104222,36.8860150N,76.3169472W,2,0,72,2665,T,230605,36.8860967N,76.3171778W,4,6.1,306,2770,T,230605,36.8859881N,76.3170274W,1,0.3,159,2771,T,230605,36.8859485N,76.3171195W,2,0,261
2893,T,230605,104223,36.8860150N,76.3169472W,2,0.1,72,2666,T,230605,36.8861066N,76.3171951W,4,6.1,304,2771,T,230605,36.8859881N,76.3170274W,2,0.1,159,2772,T,230605,36.8859485N,76.3171195W,2,0.3,261
2894,T,230605,104224,36.8860150N,76.3169472W,2,0,72,2667,T,230605,36.8861166N,76.3172128W,4,6.2,304,2772,T,230605,36.8859881N,76.3170274W,2,0,159,2773,T,230605,36.8859485N,76.3171195W,2,0.3,261
2895,T,230605,104225,36.8860150N,76.3169472W,2,0,72,2668,T,230605,36.8861266N,76.3172305W,4,6.2,304,2773,T,230605,36.8859881N,76.3170274W,2,0.1,159,2774,T,230605,36.8859485N,76.3171195W,2,0,261
2896,T,230605,104226,36.8860150N,76.3169472W,2,0.5,72,2669,T,230605,36.8861370N,76.3172479W,4,6.2,307,2774,T,230605,36.8859881N,76.3170274W,2,0,159,2775,T,230605,36.8859485N,76.3171195W,2,0,261
2897,T,230605,104227,36.8860150N,76.3169472W,2,0.9,192,2670,T,230605,36.8861476N,76.3172649W,4,6.4,308,2775,T,230605,36.8859881N,76.3170274W,2,0,159,2776,T,230605,36.8859485N,76.3171195W,2,0.7,23
2898,T,230605,104228,36.8860150N,76.3169472W,2,0.5,192,2671,T,230605,36.8861585N,76.3172816W,4,6.4,310,2776,T,230605,36.8859881N,76.3170274W,2,0,159,2777,T,230605,36.8859485N,76.3171195W,2,0,23
2899,T,230605,104229,36.8860150N,76.3169472W,2,0,192,2672,T,230605,36.8861693N,76.3172975W,4,6.4,310,2777,T,230605,36.8859881N,76.3170274W,2,0,159,2778,T,230605,36.8859485N,76.3171195W,1,0,23
2900,T,230605,104230,36.8860150N,76.3169472W,2,0,192,2673,T,230605,36.8861792N,76.3173120W,4,6.2,309,2778,T,230605,36.8859881N,76.3170274W,2,0.1,159,2779,T,230605,36.8859485N,76.3171195W,1,0.1,23
2901,T,230605,104231,36.8860150N,76.3169472W,2,0,192,2674,T,230605,36.8861875N,76.3173249W,4,6.1,307,2779,T,230605,36.8859881N,76.3170274W,2,0.1,159,2780,T,230605,36.8859485N,76.3171195W,2,0,23
2902,T,230605,104232,36.8860150N,76.3169472W,2,0.1,192,2675,T,230605,36.8861943N,76.3173371W,4,5.9,300,2780,T,230605,36.8859881N,76.3170274W,2,0.3,159,2781,T,230605,36.8859485N,76.3171195W,2,0.3,23
2903,T,230605,104233,36.8860150N,76.3169472W,2,0.1,192,2676,T,230605,36.8862000N,76.3173499W,4,5.7,292,2781,T,230605,36.8859881N,76.3170274W,2,0.3,159,2782,T,230605,36.8859485N,76.3171195W,2,0.9,112
2904,T,230605,104234,36.8860150N,76.3169472W,2,0,192,2677,T,230605,36.8862044N,76.3173632W,4,5.5,286,2782,T,230605,36.8859881N,76.3170274W,2,0.5,159,2783,T,230605,36.8859485N,76.3171195W,2,0.7,112
2905,T,230605,104235,36.8860150N,76.3169472W,2,0,192,2678,T,230605,36.8862072N,76.3173761W,4,5.3,277,2783,T,230605,36.8859881N,76.3170274W,2,0.1,159,2784,T,230605,36.8859485N,76.3171195W,2,0.5,112
2906,T,230605,104236,36.8860150N,76.3169472W,2,0,192,2679,T,230605,36.8862085N,76.3173869W,4,5,273,2784,T,230605,36.8859881N,76.3170274W,2,0.1,159,2785,T,230605,36.8859485N,76.3171195W,2,0,112
2907,T,230605,104237,36.8860150N,76.3169472W,2,0.1,192,2680,T,230605,36.8862084N,76.3173942W,4,4.6,273,2785,T,230605,36.8859881N,76.3170274W,1,0.3,159,2786,T,230605,36.8859485N,76.3171195W,2,0,112
2908,T,230605,104238,36.8860150N,76.3169472W,2,0.5,192,2681,T,230605,36.8862076N,76.3173977W,4,4,273,2786,T,230605,36.8859881N,76.3170274W,2,0,159,2787,T,230605,36.8859485N,76.3171195W,2,0.7,221
2909,T,230605,104239,36.8860150N,76.3169472W,2,0.5,192,2682,T,230605,36.8862071N,76.3173974W,4,3.7,273,2787,T,230605,36.8859881N,76.3170274W,2,0.1,159,2788,T,230605,36.8859485N,76.3171195W,2,0,221
2910,T,230605,104240,36.8860150N,76.3169472W,2,0,192,2683,T,230605,36.8862074N,76.3173946W,4,3.3,281,2788,T,230605,36.8859881N,76.3170274W,2,0.1,159,2789,T,230605,36.8859485N,76.3171195W,2,0.1,221
2911,T,230605,104241,36.8860150N,76.3169472W,2,0.3,192,2684,T,230605,36.8862090N,76.3173899W,4,3.3,54,2789,T,230605,36.8859881N,76.3170274W,2,0.1,159,2790,T,230605,36.8859485N,76.3171195W,2,0.1,221
2912,T,230605,104242,36.8860150N,76.3169472W,2,0.5,192,2685,T,230605,36.8862119N,76.3173844W,4,3.1,46,2790,T,230605,36.8859881N,76.3170274W,2,0,159,2791,T,230605,36.8859485N,76.3171195W,2,0.3,221
2913,T,230605,104243,36.8860150N,76.3169472W,2,1.1,66,2686,T,230605,36.8862165N,76.3173789W,4,3.1,32,2791,T,230605,36.8859881N,76.3170274W,2,0,159,2792,T,230605,36.8859485N,76.3171195W,2,0.1,221
2914,T,230605,104244,36.8860150N,76.3169472W,2,0.7,66,2687,T,230605,36.8862216N,76.3173744W,4,3.1,24,2792,T,230605,36.8859881N,76.3170274W,2,0,159,2793,T,230605,36.8859485N,76.3171195W,2,0,221
2915,T,230605,104245,36.8860150N,76.3169472W,2,0.7,66,2688,T,230605,36.8862266N,76.3173710W,4,2.9,25,2793,T,230605,36.8859881N,76.3170274W,2,0,159,2794,T,230605,36.8859485N,76.3171195W,2,0.3,221
2916,T,230605,104246,36.8860150N,76.3169472W,2,0,66,2689,T,230605,36.8862293N,76.3173685W,4,2.7,25,2794,T,230605,36.8859881N,76.3170274W,2,0.3,159,2795,T,230605,36.8859485N,76.3171195W,2,0.7,251
2917,T,230605,104247,36.8860150N,76.3169472W,2,0,66,2690,T,230605,36.8862290N,76.3173660W,4,1.8,132,2795,T,230605,36.8859881N,76.3170274W,2,0.3,159,2796,T,230605,36.8859485N,76.3171195W,2,0.9,22
2918,T,230605,104248,36.8860150N,76.3169472W,2,0.3,66,2691,T,230605,36.8862252N,76.3173630W,4,2,155,2796,T,230605,36.8859881N,76.3170274W,2,0.7,260,2797,T,230605,36.8859485N,76.3171195W,2,0,22
2919,T,230605,104249,36.8860150N,76.3169472W,2,0.3,66,2692,T,230605,36.8862196N,76.3173596W,4,2.2,155,2797,T,230605,36.8859881N,76.3170274W,2,0.7,260,2798,T,230605,36.8859485N,76.3171195W,2,0.7,104
2920,T,230605,104250,36.8860150N,76.3169472W,3,0.5,66,2693,T,230605,36.8862133N,76.3173562W,4,2.4,157,2798,T,230605,36.8859881N,76.3170274W,2,0.7,260,2799,T,230605,36.8859485N,76.3171195W,2,0.7,104
2921,T,230605,104251,36.8860150N,76.3169472W,2,0.1,66,2694,T,230605,36.8862072N,76.3173530W,4,2.4,158,2799,T,230605,36.8859881N,76.3170274W,2,0.5,260,2800,T,230605,36.8859485N,76.3171195W,2,1.1,263
2922,T,230605,104252,36.8860150N,76.3169472W,2,0,66,2695,T,230605,36.8862015N,76.3173502W,4,2.4,159,2800,T,230605,36.8859881N,76.3170274W,2,0,260,2801,T,230605,36.8859503N,76.3171221W,2,1.1,44
2923,T,230605,104253,36.8860150N,76.3169472W,2,0.5,66,2696,T,230605,36.8861960N,76.3173474W,4,2.4,156,2801,T,230605,36.8859881N,76.3170274W,2,0.1,260,2802,T,230605,36.8859519N,76.3171244W,2,0,44
2924,T,230605,104254,36.8860150N,76.3169472W,2,0.7,66,2697,T,230605,36.8861904N,76.3173441W,4,2.4,153,2802,T,230605,36.8859881N,76.3170274W,2,0.5,260,2803,T,230605,36.8859537N,76.3171269W,2,0.5,44
2925,T,230605,104255,36.8860150N,76.3169472W,2,0.5,66,2698,T,230605,36.8861842N,76.3173401W,4,2.5,153,2803,T,230605,36.8859881N,76.3170274W,2,0,260,2804,T,230605,36.8859537N,76.3171269W,2,0.3,44
2926,T,230605,104256,36.8860150N,76.3169472W,2,0,66,2699,T,230605,36.8861774N,76.3173356W,4,2.7,153,2804,T,230605,36.8859881N,76.3170274W,2,0,260,2805,T,230605,36.8859537N,76.3171269W,2,0.1,44
2927,T,230605,104257,36.8860150N,76.3169472W,2,0.1,66,2700,T,230605,36.8861700N,76.3173304W,4,2.7,147,2805,T,230605,36.8859881N,76.3170274W,2,0,260,2806,T,230605,36.8859537N,76.3171269W,2,0.1,44
2928,T,230605,104258,36.8860150N,76.3169472W,2,0.1,66,2701,T,230605,36.8861624N,76.3173243W,4,2.9,145,2806,T,230605,36.8859881N,76.3170274W,2,0.3,260,2807,T,230605,36.8859537N,76.3171269W,2,0,44
2929,T,230605,104259,36.8860150N,76.3169472W,2,0.1,66,2702,T,230605,36.8861544N,76.3173173W,4,3.1,143,2807,T,230605,36.8859881N,76.3170274W,2,0.3,260,2808,T,230605,36.8859537N,76.3171269W,2,0,44
2930,T,230605,104300,36.8860150N,76.3169472W,2,0.5,66,2703,T,230605,36.8861461N,76.3173097W,4,3.3,143,2808,T,230605,36.8859881N,76.3170274W,2,0,260,2809,T,230605,36.8859537N,76.3171269W,2,0.1,44
2931,T,230605,104301,36.8860150N,76.3169472W,2,0,66,2704,T,230605,36.8861373N,76.3173016W,4,3.5,143,2809,T,230605,36.8859881N,76.3170274W,2,0.3,260,2810,T,230605,36.8859537N,76.3171269W,2,0.1,44
2932,T,230605,104302,36.8860150N,76.3169472W,2,0.1,66,2705,T,230605,36.8861284N,76.3172930W,4,3.7,142,2810,T,230605,36.8859881N,76.3170274W,2,0.5,260,2811,T,230605,36.8859537N,76.3171269W,2,0,44
2933,T,230605,104303,36.8860150N,76.3169472W,2,0.3,66,2706,T,230605,36.8861191N,76.3172841W,4,3.7,142,2811,T,230605,36.8859881N,76.3170274W,2,0.5,260,2812,T,230605,36.8859537N,76.3171269W,2,0.3,44
2934,T,230605,104304,36.8860150N,76.3169472W,2,0.5,66,2707,T,230605,36.8861097N,76.3172754W,4,3.8,142,2812,T,230605,36.8859881N,76.3170274W,2,0.5,260,2813,T,230605,36.8859537N,76.3171269W,2,0.3,44
2935,T,230605,104305,36.8860150N,76.3169472W,3,1.1,304,2708,T,230605,36.8861005N,76.3172664W,4,3.8,140,2813,T,230605,36.8859881N,76.3170274W,2,0.7,260,2814,T,230605,36.8859537N,76.3171269W,2,0,44
2936,T,230605,104306,36.8860169N,76.3169481W,2,1.1,303,2709,T,230605,36.8860917N,76.3172571W,4,4,138,2814,T,230605,36.8859881N,76.3170274W,2,0.7,260,2815,T,230605,36.8859537N,76.3171269W,2,0.3,44
2937,T,230605,104307,36.8860188N,76.3169492W,2,0.1,303,2710,T,230605,36.8860832N,76.3172473W,4,4,137,2815,T,230605,36.8859881N,76.3170274W,2,0.5,260,2816,T,230605,36.8859537N,76.3171269W,2,0.1,44
2938,T,230605,104308,36.8860207N,76.3169502W,2,0.1,303,2711,T,230605,36.8860753N,76.3172379W,4,4,137,2816,T,230605,36.8859881N,76.3170274W,2,0,260,2817,T,230605,36.8859537N,76.3171269W,2,0,44
2939,T,230605,104309,36.8860207N,76.3169502W,2,0.1,303,2712,T,230605,36.8860682N,76.3172295W,4,3.8,136,2817,T,230605,36.8859881N,76.3170274W,2,0.1,260,2818,T,230605,36.8859537N,76.3171269W,2,0.9,319
2940,T,230605,104310,36.8860207N,76.3169502W,2,0.1,303,2713,T,230605,36.8860619N,76.3172221W,4,3.8,137,2818,T,230605,36.8859881N,76.3170274W,2,0,260,2819,T,230605,36.8859537N,76.3171269W,2,0.1,319
2941,T,230605,104311,36.8860207N,76.3169502W,2,0.3,303,2714,T,230605,36.8860563N,76.3172158W,4,3.7,138,2819,T,230605,36.8859881N,76.3170274W,2,0.1,260,2820,T,230605,36.8859537N,76.3171269W,2,0,319
2942,T,230605,104312,36.8860207N,76.3169502W,2,0.1,303,2715,T,230605,36.8860511N,76.3172101W,4,3.5,138,2820,T,230605,36.8859881N,76.3170274W,2,0.5,260,2821,T,230605,36.8859537N,76.3171269W,2,0.5,319
2943,T,230605,104313,36.8860207N,76.3169502W,2,0.3,303,2716,T,230605,36.8860471N,76.3172059W,4,3.3,139,2821,T,230605,36.8859881N,76.3170274W,2,0.1,260,2822,T,230605,36.8859537N,76.3171269W,2,0.3,319
2944,T,230605,104314,36.8860207N,76.3169502W,2,0.5,303,2717,T,230605,36.8860448N,76.3172037W,4,2.9,139,2822,T,230605,36.8859881N,76.3170274W,2,0.3,260,2823,T,230605,36.8859537N,76.3171269W,2,0,319
2945,T,230605,104315,36.8860207N,76.3169502W,2,0.5,303,2718,T,230605,36.8860447N,76.3172043W,4,2.7,141,2823,T,230605,36.8859881N,76.3170274W,2,0.5,260,2824,T,230605,36.8859537N,76.3171269W,2,0,319
2946,T,230605,104316,36.8860207N,76.3169502W,2,0.3,303,2719,T,230605,36.8860465N,76.3172076W,4,1.8,302,2824,T,230605,36.8859881N,76.3170274W,2,0,260,2825,T,230605,36.8859537N,76.3171269W,2,0.1,319
2947,T,230605,104317,36.8860207N,76.3169502W,2,0.5,303,2720,T,230605,36.8860495N,76.3172128W,4,2,304,2825,T,230605,36.8859881N,76.3170274W,2,0,260,2826,T,230605,36.8859537N,76.3171269W,2,0.1,319
2948,T,230605,104318,36.8860207N,76.3169502W,2,0.7,303,2721,T,230605,36.8860529N,76.3172190W,4,2.2,302,2826,T,230605,36.8859881N,76.3170274W,2,0,260,2827,T,230605,36.8859537N,76.3171269W,2,0.5,319
2949,T,230605,104319,36.8860207N,76.3169502W,2,0.5,303,2722,T,230605,36.8860560N,76.3172252W,4,2.2,297,2827,T,230605,36.8859881N,76.3170274W,2,0,260,2828,T,230605,36.8859537N,76.3171269W,2,0.1,319
2950,T,230605,104320,36.8860207N,76.3169502W,2,0.7,303,2723,T,230605,36.8860584N,76.3172309W,4,2.2,297,2828,T,230605,36.8859881N,76.3170274W,2,0.3,260,2829,T,230605,36.8859537N,76.3171269W,2,0.3,319
2951,T,230605,104321,36.8860207N,76.3169502W,2,0.5,303,2724,T,230605,36.8860601N,76.3172358W,4,2,297,2829,T,230605,36.8859881N,76.3170274W,2,0.3,260,2830,T,230605,36.8859537N,76.3171269W,2,0.3,319
